timestamp,type,targetName,targetId,targetGuid,targetIcon,abilityGameId,buffs,hitType,amount,mitigated,unmitigatedAmount,absorbed,targetMarker,pullId,pullCode,encounterId,encounterName,encounterDifficulty,wipeCutoff,encounterKill,encounterDate
14997585,applydebuffstack,Shlauffu,200,182304349,Priest-Shadow,402051,,,,,,,,19,fVzjtxmbL8DYvhdW,2685,Scalecommander Sarkareth,5,3,False,27/09/23
14997585,applydebuffstack,Grubi,164,180755381,Rogue-Subtlety,402051,,,,,,,,19,fVzjtxmbL8DYvhdW,2685,Scalecommander Sarkareth,5,3,False,27/09/23
